example_id                                               | status | run_time        |
./spec/models/device_pairing_spec.rb[1:2:1]              | passed | 0.00402 seconds |
./spec/models/device_pairing_spec.rb[1:3:1:1]            | passed | 0.00446 seconds |
./spec/models/device_pairing_spec.rb[1:4:1]              | passed | 0.00168 seconds |
./spec/models/device_pairing_spec.rb[1:4:2]              | passed | 0.00177 seconds |
./spec/models/device_pairing_spec.rb[1:4:3]              | passed | 0.002 seconds   |
./spec/models/device_pairing_spec.rb[1:5:1]              | passed | 0.00181 seconds |
./spec/models/device_pairing_spec.rb[1:5:2]              | passed | 0.00193 seconds |
./spec/models/device_pairing_spec.rb[1:6:1]              | passed | 0.00511 seconds |
./spec/models/device_pairing_spec.rb[1:6:2]              | passed | 0.00227 seconds |
./spec/models/device_pairing_spec.rb[1:7:1]              | passed | 0.00011 seconds |
./spec/models/device_pairing_spec.rb[1:8:1]              | passed | 0.0015 seconds  |
./spec/models/device_pairing_spec.rb[1:8:2]              | passed | 0.00226 seconds |
./spec/models/provider_config_spec.rb[1:1:1]             | passed | 0.0017 seconds  |
./spec/models/provider_config_spec.rb[1:1:2]             | passed | 0.0016 seconds  |
./spec/models/provider_config_spec.rb[1:1:3]             | passed | 0.00129 seconds |
./spec/models/provider_config_spec.rb[1:1:4]             | passed | 0.0013 seconds  |
./spec/models/provider_config_spec.rb[1:2:1:1]           | passed | 0.00342 seconds |
./spec/models/provider_config_spec.rb[1:3:1:1:1]         | passed | 0.00271 seconds |
./spec/models/provider_config_spec.rb[1:3:1:1:2]         | passed | 0.00649 seconds |
./spec/models/provider_config_spec.rb[1:3:1:2:1]         | passed | 0.00158 seconds |
./spec/models/provider_config_spec.rb[1:3:2:1]           | passed | 0.00112 seconds |
./spec/models/provider_config_spec.rb[1:4:1]             | passed | 0.00012 seconds |
./spec/models/provider_config_spec.rb[1:4:2]             | passed | 0.00011 seconds |
./spec/models/provider_config_spec.rb[1:5:1]             | passed | 0.00049 seconds |
./spec/models/provider_config_spec.rb[1:5:2]             | passed | 0.00162 seconds |
./spec/models/scheduled_task_spec.rb[1:1:1]              | passed | 0.00519 seconds |
./spec/models/scheduled_task_spec.rb[1:2:1]              | passed | 0.01563 seconds |
./spec/models/scheduled_task_spec.rb[1:2:2]              | passed | 0.00169 seconds |
./spec/models/scheduled_task_spec.rb[1:2:3]              | passed | 0.00111 seconds |
./spec/models/scheduled_task_spec.rb[1:3:1:1]            | passed | 0.00864 seconds |
./spec/models/scheduled_task_spec.rb[1:3:2:1]            | passed | 0.00534 seconds |
./spec/models/scheduled_task_spec.rb[1:3:3:1]            | passed | 0.00537 seconds |
./spec/models/scheduled_task_spec.rb[1:4:1]              | passed | 0.00079 seconds |
./spec/models/scheduled_task_spec.rb[1:4:2]              | passed | 0.00025 seconds |
./spec/models/scheduled_task_spec.rb[1:5:1]              | passed | 0.00021 seconds |
./spec/models/scheduled_task_spec.rb[1:5:2]              | passed | 0.0002 seconds  |
./spec/models/scheduled_task_spec.rb[1:6:1:1]            | passed | 0.00022 seconds |
./spec/models/scheduled_task_spec.rb[1:6:2:1]            | passed | 0.00024 seconds |
./spec/models/scheduled_task_spec.rb[1:6:3:1]            | passed | 0.00055 seconds |
./spec/models/scheduled_task_spec.rb[1:6:4:1]            | passed | 0.00024 seconds |
./spec/models/scheduled_task_spec.rb[1:7:1]              | passed | 0.00021 seconds |
./spec/models/scheduled_task_spec.rb[1:7:2]              | passed | 0.00114 seconds |
./spec/models/session_spec.rb[1:1:1]                     | passed | 0.00112 seconds |
./spec/models/session_spec.rb[1:1:2]                     | passed | 0.00262 seconds |
./spec/models/session_spec.rb[1:1:3]                     | passed | 0.00023 seconds |
./spec/models/session_spec.rb[1:2:1]                     | passed | 0.00186 seconds |
./spec/models/session_spec.rb[1:2:2]                     | passed | 0.00349 seconds |
./spec/models/session_spec.rb[1:3:1]                     | passed | 0.00083 seconds |
./spec/models/session_spec.rb[1:4:1:1]                   | passed | 0.01298 seconds |
./spec/models/session_spec.rb[1:4:2:1]                   | passed | 0.01035 seconds |
./spec/models/session_spec.rb[1:5:1]                     | passed | 0.00017 seconds |
./spec/models/session_spec.rb[1:5:2]                     | passed | 0.00014 seconds |
./spec/models/session_spec.rb[1:5:3]                     | passed | 0.00016 seconds |
./spec/models/session_spec.rb[1:5:4]                     | passed | 0.00017 seconds |
./spec/models/session_spec.rb[1:5:5]                     | passed | 0.00014 seconds |
./spec/models/session_spec.rb[1:6:1]                     | passed | 0.00579 seconds |
./spec/models/session_spec.rb[1:6:2]                     | passed | 0.05379 seconds |
./spec/models/session_spec.rb[1:6:3]                     | passed | 0.00462 seconds |
./spec/models/session_spec.rb[1:7:1]                     | passed | 0.00286 seconds |
./spec/models/session_spec.rb[1:7:2]                     | passed | 0.00276 seconds |
./spec/models/session_spec.rb[1:7:3]                     | passed | 0.00153 seconds |
./spec/models/session_spec.rb[1:8:1]                     | passed | 0.00317 seconds |
./spec/models/session_spec.rb[1:9:1]                     | passed | 0.003 seconds   |
./spec/models/session_spec.rb[1:10:1]                    | passed | 0.00084 seconds |
./spec/models/session_spec.rb[1:10:2]                    | passed | 0.00347 seconds |
./spec/models/team_message_spec.rb[1:1:1]                | passed | 0.00053 seconds |
./spec/models/team_message_spec.rb[1:1:2]                | passed | 0.00022 seconds |
./spec/models/team_message_spec.rb[1:1:3]                | passed | 0.0004 seconds  |
./spec/models/team_message_spec.rb[1:2:1]                | passed | 0.00098 seconds |
./spec/models/team_message_spec.rb[1:3:1:1]              | passed | 0.01328 seconds |
./spec/models/team_message_spec.rb[1:3:2:1]              | passed | 0.0146 seconds  |
./spec/models/team_message_spec.rb[1:3:3:1]              | passed | 0.01677 seconds |
./spec/models/team_message_spec.rb[1:4:1]                | passed | 0.00012 seconds |
./spec/models/team_message_spec.rb[1:4:2]                | passed | 0.00012 seconds |
./spec/models/team_message_spec.rb[1:5:1]                | passed | 0.00028 seconds |
./spec/models/team_message_spec.rb[1:5:2]                | passed | 0.00114 seconds |
./spec/models/team_spec.rb[1:1:1]                        | passed | 0.0002 seconds  |
./spec/models/team_spec.rb[1:1:2]                        | passed | 0.00015 seconds |
./spec/models/team_spec.rb[1:2:1]                        | passed | 0.00176 seconds |
./spec/models/team_spec.rb[1:2:2]                        | passed | 0.00159 seconds |
./spec/models/team_spec.rb[1:3:1]                        | passed | 0.00056 seconds |
./spec/models/transcript_archive_spec.rb[1:1:1]          | passed | 0.00035 seconds |
./spec/models/transcript_archive_spec.rb[1:2:1]          | passed | 0.00226 seconds |
./spec/models/transcript_archive_spec.rb[1:3:1]          | passed | 0.00014 seconds |
./spec/models/transcript_archive_spec.rb[1:4:1]          | passed | 0.00033 seconds |
./spec/models/transcript_archive_spec.rb[1:4:2]          | passed | 0.00082 seconds |
./spec/models/usage_record_spec.rb[1:1:1]                | passed | 0.00036 seconds |
./spec/models/usage_record_spec.rb[1:1:2]                | passed | 0.00024 seconds |
./spec/models/usage_record_spec.rb[1:2:1]                | passed | 0.00288 seconds |
./spec/models/usage_record_spec.rb[1:3:1:1]              | passed | 0.01223 seconds |
./spec/models/usage_record_spec.rb[1:3:2:1]              | passed | 0.01563 seconds |
./spec/models/usage_record_spec.rb[1:4:1]                | passed | 0.00033 seconds |
./spec/models/usage_record_spec.rb[1:4:2]                | passed | 0.00041 seconds |
./spec/models/usage_record_spec.rb[1:5:1]                | passed | 0.0001 seconds  |
./spec/models/usage_record_spec.rb[1:5:2]                | passed | 0.0001 seconds  |
./spec/models/usage_record_spec.rb[1:5:3]                | passed | 0.00011 seconds |
./spec/models/usage_record_spec.rb[1:5:4]                | passed | 0.0001 seconds  |
./spec/models/usage_record_spec.rb[1:5:5]                | passed | 0.00011 seconds |
./spec/models/usage_record_spec.rb[1:6:1]                | passed | 0.00058 seconds |
./spec/models/usage_record_spec.rb[1:6:2]                | passed | 0.00166 seconds |
./spec/models/user_spec.rb[1:1:1]                        | passed | 0.00254 seconds |
./spec/models/user_spec.rb[1:2:1]                        | passed | 0.0687 seconds  |
./spec/models/user_spec.rb[1:2:2]                        | passed | 0.00134 seconds |
./spec/models/user_spec.rb[1:3:1]                        | passed | 0.00514 seconds |
./spec/models/user_spec.rb[1:4:1]                        | passed | 0.00018 seconds |
./spec/models/user_spec.rb[1:4:2]                        | passed | 0.00011 seconds |
./spec/models/user_spec.rb[1:4:3]                        | passed | 0.0001 seconds  |
./spec/models/user_spec.rb[1:4:4]                        | passed | 0.0001 seconds  |
./spec/models/user_spec.rb[1:4:5]                        | passed | 0.0068 seconds  |
./spec/models/user_spec.rb[1:5:1]                        | passed | 0.00429 seconds |
./spec/models/user_spec.rb[1:5:2]                        | passed | 0.00487 seconds |
./spec/models/vault_entry_spec.rb[1:1:1]                 | passed | 0.00074 seconds |
./spec/models/vault_entry_spec.rb[1:2:1]                 | passed | 0.00597 seconds |
./spec/models/vault_entry_spec.rb[1:2:2]                 | passed | 0.00233 seconds |
./spec/models/vault_entry_spec.rb[1:2:3:1]               | passed | 0.0027 seconds  |
./spec/models/vault_entry_spec.rb[1:2:3:2]               | passed | 0.00345 seconds |
./spec/models/vault_entry_spec.rb[1:2:3:3]               | passed | 0.0041 seconds  |
./spec/models/vault_entry_spec.rb[1:2:3:4]               | passed | 0.00314 seconds |
./spec/models/vault_entry_spec.rb[1:3:1]                 | passed | 0.0059 seconds  |
./spec/models/vault_entry_spec.rb[1:4:1:1]               | passed | 0.0065 seconds  |
./spec/models/vault_entry_spec.rb[1:4:2:1]               | passed | 0.01152 seconds |
./spec/models/vault_entry_spec.rb[1:4:3:1]               | passed | 0.00567 seconds |
./spec/models/vault_entry_spec.rb[1:5:1:1]               | passed | 0.00784 seconds |
./spec/models/vault_entry_spec.rb[1:5:2:1]               | passed | 0.01519 seconds |
./spec/models/vault_entry_spec.rb[1:5:3:1]               | passed | 0.00826 seconds |
./spec/models/vault_entry_spec.rb[1:5:4:1]               | passed | 0.006 seconds   |
./spec/models/vault_entry_spec.rb[1:5:5:1]               | passed | 0.00644 seconds |
./spec/models/vault_entry_spec.rb[1:6:1]                 | passed | 0.00062 seconds |
./spec/models/vault_entry_spec.rb[1:6:2]                 | passed | 0.00204 seconds |
./spec/services/audit/record_spec.rb[1:1:1]              | passed | 0.00025 seconds |
./spec/services/audit/record_spec.rb[1:1:2]              | passed | 0.00014 seconds |
./spec/services/audit/record_spec.rb[1:1:3]              | passed | 0.00012 seconds |
./spec/services/audit/record_spec.rb[1:1:4]              | passed | 0.00011 seconds |
./spec/services/audit/record_spec.rb[1:1:5]              | passed | 0.00011 seconds |
./spec/services/audit/record_spec.rb[1:1:6]              | passed | 0.00012 seconds |
./spec/services/providers/resolver_spec.rb[1:1:1:1]      | passed | 0.00239 seconds |
./spec/services/providers/resolver_spec.rb[1:1:1:2]      | passed | 0.00261 seconds |
./spec/services/providers/resolver_spec.rb[1:1:1:3:1]    | passed | 0.00507 seconds |
./spec/services/providers/resolver_spec.rb[1:1:2:1]      | passed | 0.00179 seconds |
./spec/services/providers/resolver_spec.rb[1:1:3:1]      | passed | 0.0024 seconds  |
./spec/services/providers/resolver_spec.rb[1:1:4:1]      | passed | 0.00371 seconds |
./spec/services/providers/resolver_spec.rb[1:1:4:2]      | passed | 0.00178 seconds |
./spec/services/providers/resolver_spec.rb[1:1:4:3]      | passed | 0.00132 seconds |
./spec/services/providers/resolver_spec.rb[1:1:5:1]      | passed | 0.00131 seconds |
./spec/services/vault/read_spec.rb[1:1:1:1]              | passed | 0.00149 seconds |
./spec/services/vault/read_spec.rb[1:1:1:2]              | passed | 0.00143 seconds |
./spec/services/vault/read_spec.rb[1:1:1:3:1]            | passed | 0.00355 seconds |
./spec/services/vault/read_spec.rb[1:1:1:3:2]            | passed | 0.0034 seconds  |
./spec/services/vault/read_spec.rb[1:1:2:1]              | passed | 0.00067 seconds |
./spec/services/vault/read_spec.rb[1:1:2:2]              | passed | 0.00065 seconds |
./spec/services/vault/write_spec.rb[1:1:1:1]             | passed | 0.01497 seconds |
./spec/services/vault/write_spec.rb[1:1:1:2]             | passed | 0.00215 seconds |
./spec/services/vault/write_spec.rb[1:1:1:3]             | passed | 0.0015 seconds  |
./spec/services/vault/write_spec.rb[1:1:1:4]             | passed | 0.00224 seconds |
./spec/services/vault/write_spec.rb[1:1:1:5:1]           | passed | 0.003 seconds   |
./spec/services/vault/write_spec.rb[1:1:1:5:2]           | passed | 0.01093 seconds |
./spec/services/vault/write_spec.rb[1:1:2:1]             | passed | 0.00291 seconds |
./spec/services/vault/write_spec.rb[1:1:2:2]             | passed | 0.00333 seconds |
./spec/services/vault/write_spec.rb[1:1:2:3]             | passed | 0.00303 seconds |
./spec/services/vault/write_spec.rb[1:1:2:4]             | passed | 0.00486 seconds |
./spec/services/vault/write_spec.rb[1:1:2:5]             | passed | 0.00238 seconds |
./spec/services/vault/write_spec.rb[1:1:3:1]             | passed | 0.00142 seconds |
./spec/services/vault/write_spec.rb[1:1:3:2]             | passed | 0.00366 seconds |
./spec/sidekiq/audit_log_job_spec.rb[1:1:1]              | passed | 0.00226 seconds |
./spec/sidekiq/audit_log_job_spec.rb[1:1:2]              | passed | 0.00163 seconds |
./spec/sidekiq/audit_log_job_spec.rb[1:1:3]              | passed | 0.00187 seconds |
./spec/sidekiq/audit_log_job_spec.rb[1:1:4]              | passed | 0.00189 seconds |
./spec/sidekiq/audit_log_job_spec.rb[1:2:1]              | passed | 0.0001 seconds  |
./spec/sidekiq/audit_log_job_spec.rb[1:2:2]              | passed | 0.00009 seconds |
